assessment_id,id_no,binomial,presence,origin,seasonal,compiler,year,citation,legend,subspecies,subpop,dist_comm,island,tax_comm,source,basisofrec,event_year,longitude,latitude
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.4999722,33.35938889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5,33.35933333
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5000278,33.35922222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5000556,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5000556,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5001111,33.35913889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5001111,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5001944,33.35913889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5003056,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5005,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5005,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5005,33.35922222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5006111,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5006944,33.35922222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5007222,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5008333,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5008611,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.501,33.35922222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5010556,33.35922222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5011111,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5012222,33.35927778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.50125,33.35925
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5016111,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5016667,33.35916667
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5016944,33.35919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5020556,33.35908333
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5022778,33.35908333
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5023056,33.35905556
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5025,33.359
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5026667,33.35894444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5026667,33.35897222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5027778,33.35894444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5030278,33.35886111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5035833,33.35863889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5055833,33.35425
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.50625,33.35436111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5161667,33.35338889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5163889,33.35263889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5165278,33.35297222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5174444,33.35352778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5297222,33.35430556
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5301667,33.35427778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.53025,33.35405556
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5304722,33.35405556
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5311667,33.35411111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5312222,33.35411111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5312778,33.35411111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5313611,33.35413889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5315,33.35411111
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5316111,33.35402778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5318889,33.35394444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5338056,33.35327778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.534,33.354
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5340278,33.35408333
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5340278,33.35458333
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5340556,33.35413889
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5340556,33.35419444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5340833,33.35422222
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5361944,33.34927778
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5389722,33.34925
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5390278,33.34925
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5394167,33.34919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5394722,33.34919444
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5409444,33.34905556
104406807,97844507,Rhamnus taquetii,1,1,1,Hui Kim,2018,IUCN (International Union for Conservation of Nature),Extant (resident),,,,, ,,,0,126.5426111,33.34872222
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,CEPLAC,,2016,-42.023837,-22.863236
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1995,-41.978348,-22.814417
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1997,-41.935636,-22.786929
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1999,-41.935636,-22.786929
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2001,-41.868603,-22.757346
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2002,-42.075511,-22.895913
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2002,-42.023837,-22.863236
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2004,-41.868603,-22.757346
107302123,107250351,Hornschuchia alba,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2016,-41.942512,-22.809892
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,IBt,,1933,-43.160199,-22.400781
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1969,-43.191944,-22.353056
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1974,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1975,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1980,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1981,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1983,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,1985,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2006,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2006,-43.245,-22.435556
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2006,-43.2169,-22.4058
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2006,-43.200278,-22.401944
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2006,-43.184963,-22.411839
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2008,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2008,-43.2169,-22.4058
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2011,-43.2702778,-22.4166667
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,MNHN,,2016,-43.192778,-22.475556
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,NY,,1933,-43.160199,-22.400781
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,NY,,1983,-43.270833,-22.418889
107302241,107250165,Worsleya procera,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,UFES,,2014,-43.219171,-22.389169
107302685,107250314,Annona ferruginea,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2016,-43.271474,-22.949901
107302685,107250314,Annona ferruginea,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,JBRJ,,2016,-43.265584,-22.93973
107302685,107250314,Annona ferruginea,1,1,1,IUCN,2016,IUCN,Extant (resident),,,,,,,,2005,-43.264143,-22.954709
108620177,108616069,Isoglossa namuliensis,1,1,1,IUCN,2017,,Extant (resident),,,,,,,,,37.034,-15.386
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.493333,-2.6
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.475333,-2.594
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.477,-2.581
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.508833,-2.572833
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.511333,-2.593
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.511333,-2.5645
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.472667,-2.598
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.477333,-2.580833
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.485167,-2.579167
109685734,189599,Tylomelania kruimeli,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.485333,-2.578667
109685898,109685895,Tylomelania abendanoni,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.72,-2.67
109685898,109685895,Tylomelania abendanoni,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2000,121.724333,-2.665
109685898,109685895,Tylomelania abendanoni,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.7265,-2.663833
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.433167,-2.688667
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.434833,-2.679333
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.426167,-2.680333
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.432333,-2.682333
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.432667,-2.688667
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.435167,-2.679667
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2005,121.426167,-2.680333
109686141,109686124,Tylomelania bakara,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2005,121.432533,-2.682283
109686166,109686157,Tylomelania baskasti,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.1635,-2.6715
109686166,109686157,Tylomelania baskasti,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.159,-2.675833
109686166,109686157,Tylomelania baskasti,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.163167,-2.672667
109686166,109686157,Tylomelania baskasti,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.165167,-2.673667
109686166,109686157,Tylomelania baskasti,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.1565,-2.677833
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.475333,-2.594
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.477,-2.581
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.508833,-2.572833
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.511333,-2.593
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.472667,-2.598
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.475667,-2.610667
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.477333,-2.580833
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.485167,-2.579167
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.508167,-2.574
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.511167,-2.585
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.512833,-2.592667
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.515,-2.614333
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.485333,-2.578667
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.500333,-2.6155
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.508,-2.575667
109686285,109686281,Tylomelania confusa,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2004,121.489817,-2.56725
109686403,109686382,Tylomelania hannelorae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.485333,-2.578667
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.472667,-2.598
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.475667,-2.610667
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2002,121.511167,-2.585
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2003,121.508,-2.575667
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2004,121.506367,-2.617733
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2004,121.51135,-2.585017
109686504,109686462,Tylomelania inconspicua,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,2004,121.515233,-2.613983
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.493333,-2.6
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.495,-2.655
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.53,-2.666667
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.575,-2.665
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1991,121.641667,-2.698333
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.433167,-2.688667
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.434833,-2.845667
109689248,109689201,Tylomelania insulaesacrae,1,1,1,"T. von Rintelen, MfN Berlin",2017,"T. von Rintelen, MfN Berlin",Extant (resident),,,,Sulawesi,, ,PreservedSpecimen,1999,121.434833,-2.679333
